surface_name	site_name	species_name	formation_energy	integral_formation_energy	coverage	coadsorbate_name	coadsorbate_coverage	bulk_structure	frequencies	other_parameters	reference	ensemble_path
Rh	111	CH3CH2O-H	0.55	-0.81	0.11	CO	0.55	fcc	[56.0, 56.0, 98.0, 160.0, 242.0, 323.0, 360.0, 516.0, 550.0, 812.0, 841.0, 990.0, 1010.0, 1123.0, 1153.0, 1253.0, 1330.0, 1374.0, 1454.0, 1457.0, 1615.0, 2937.0, 2979.0, 3012.0, 3022.0, 3120.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#CH3CH2O@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3CH2OH	-1.13	-0.13	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 56.0, 56.0, 255.0, 324.0, 421.0, 479.0, 732.0, 867.0, 1009.0, 1087.0, 1136.0, 1254.0, 1264.0, 1394.0, 1419.0, 1432.0, 1462.0, 1491.0, 2887.0, 2966.0, 2984.0, 3029.0, 3146.0, 3726.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CH2OH-br/calc-esp_BEEF_500441_1/Rh_CH3OH_br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CH2OH-br/calc-esp_BEEF_500441_ens/CH3CH2OH.bee
Rh	111	CH3CH2OH	-1.22	-1.01	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 56.0, 56.0, 255.0, 324.0, 421.0, 479.0, 732.0, 867.0, 1009.0, 1087.0, 1136.0, 1254.0, 1264.0, 1394.0, 1419.0, 1432.0, 1462.0, 1491.0, 2887.0, 2966.0, 2984.0, 3029.0, 3146.0, 3726.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CH2OH-br/calc-esp_BEEF_500441_1/Rh_111_CH3CH2OH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CH2OH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CH2OH-ontop.bee
Rh	111	CH3CH2OH	-1.24	-0.85	0.11	CO	0.44	fcc	[56.0, 56.0, 56.0, 56.0, 56.0, 255.0, 324.0, 421.0, 479.0, 732.0, 867.0, 1009.0, 1087.0, 1136.0, 1254.0, 1264.0, 1394.0, 1419.0, 1432.0, 1462.0, 1491.0, 2887.0, 2966.0, 2984.0, 3029.0, 3146.0, 3726.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CH3CH2OH-br/calc-esp_BEEF_500441_1/CH3CH2OH_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CH3CH2OH-br/calc-esp_BEEF_500441_ens/4CO-hcp+CH3CH2OH-br.bee
Rh	111	CH3CHO	-0.99	-0.11	0.11	None	0.00	fcc	[56.0, 61.0, 93.0, 134.0, 227.0, 361.0, 430.0, 516.0, 737.0, 928.0, 1037.0, 1062.0, 1128.0, 1287.0, 1321.0, 1408.0, 1443.0, 2933.0, 2974.0, 3000.0, 3063.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CHO-fcc2/calc-esp_BEEF_500441_1/Rh_111_CH3CHO-fcc2.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CHO-fcc2/calc-esp_BEEF_500441_ens/CH3CHO.bee
Rh	111	CH3CHO	-1.02	-0.98	0.11	CO	0.55	fcc	[56.0, 61.0, 93.0, 134.0, 227.0, 361.0, 430.0, 516.0, 737.0, 928.0, 1037.0, 1062.0, 1128.0, 1287.0, 1321.0, 1408.0, 1443.0, 2933.0, 2974.0, 3000.0, 3063.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CHO-fcc2/calc-esp_BEEF_500441_1/Rh_111_CH3CHO-fcc2.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CHO-sot0/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CHO-sot0.bee
Rh	111	CH3CHO	-1.47	-0.87	0.11	CO	0.44	fcc	[56.0, 61.0, 93.0, 134.0, 227.0, 361.0, 430.0, 516.0, 737.0, 928.0, 1037.0, 1062.0, 1128.0, 1287.0, 1321.0, 1408.0, 1443.0, 2933.0, 2974.0, 3000.0, 3063.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CH3CHO-fcc2/calc-esp_BEEF_500441_1/CH3CHO_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CH3CHO-fcc2/calc-esp_BEEF_500441_ens/4CO-hcp+CH3CHO-fcc2.bee
Rh	111	CH3CHO-H	-0.03	0.0	0.11	None	0.00	fcc	[56.0, 56.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH3CHO@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3CHO-H	-0.09	-0.72	0.11	CO	0.44	fcc	[56.0, 56.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	CH3CHO-H	-0.15	-0.89	0.11	CO	0.55	fcc	[56.0, 56.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#CH3CHO@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3CHOH	-0.82	-0.96	0.11	CO	0.55	fcc	[56.0, 71.0, 162.0, 228.0, 268.0, 318.0, 446.0, 541.0, 664.0, 773.0, 890.0, 1022.0, 1089.0, 1141.0, 1236.0, 1347.0, 1375.0, 1462.0, 1489.0, 2927.0, 2973.0, 3024.0, 3060.0, 3629.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CHOH-hcp/calc-esp_BEEF_500441_1/Rh_111_CH3CHOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CHOH-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CHOH-hcp.bee
Rh	111	CH3CHOH	-0.86	-0.1	0.11	None	0.00	fcc	[56.0, 71.0, 162.0, 228.0, 268.0, 318.0, 446.0, 541.0, 664.0, 773.0, 890.0, 1022.0, 1089.0, 1141.0, 1236.0, 1347.0, 1375.0, 1462.0, 1489.0, 2927.0, 2973.0, 3024.0, 3060.0, 3629.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CHOH-br/calc-esp_BEEF_500441_1/Rh_CH3CHOH-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CHOH-br/calc-esp_BEEF_500441_ens/CH3CHOH.bee
Rh	111	CH3CHOH	-0.93	-0.81	0.11	CO	0.44	fcc	[56.0, 71.0, 162.0, 228.0, 268.0, 318.0, 446.0, 541.0, 664.0, 773.0, 890.0, 1022.0, 1089.0, 1141.0, 1236.0, 1347.0, 1375.0, 1462.0, 1489.0, 2927.0, 2973.0, 3024.0, 3060.0, 3629.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CH3CHOH-hcp/calc-esp_BEEF_500441_1/CH3CHOH_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CH3CHOH-hcp/calc-esp_BEEF_500441_ens/4CO-hcp+CH3CHOH-hcp.bee
Rh	111	CH3CHOH-H	-0.11	-0.88	0.11	CO	0.55	fcc	[56.0, 56.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#5CO-hcp#CH3CHOH@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3CHOH-H	-0.18	-0.02	0.11	None	0.00	fcc	[56.0, 56.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH3CHOH@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3CHOH-H	-0.22	-0.73	0.11	CO	0.44	fcc	[56.0, 56.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	/u/if/ajmedfor/nfs/data//projects/Rh_EtOH/jobs/optimize_CO_positions/HCO-H/TS/HCO-H.traj	None
Rh	111	CH3CHOO	-1.05	-0.12	0.11	None	0.00	fcc	[56.0, 56.0, 82.0, 203.0, 214.0, 315.0, 337.0, 508.0, 540.0, 615.0, 740.0, 886.0, 1006.0, 1061.0, 1093.0, 1238.0, 1290.0, 1361.0, 1438.0, 1444.0, 2865.0, 3005.0, 3015.0, 3089.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CHOO-hcp/calc-esp_BEEF_500441_1/Rh_CH3CHOO-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CHOO-hcp/calc-esp_BEEF_500441_ens/CH3CHOO.bee
Rh	111	CH3CHOO	0.24	-0.84	0.11	CO	0.55	fcc	[56.0, 56.0, 82.0, 203.0, 214.0, 315.0, 337.0, 508.0, 540.0, 615.0, 740.0, 886.0, 1006.0, 1061.0, 1093.0, 1238.0, 1290.0, 1361.0, 1438.0, 1444.0, 2865.0, 3005.0, 3015.0, 3089.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CHOO-fcc/calc-esp_BEEF_500441_1/Rh_111_CH3CHOO-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CHOO-hcp/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CHOO-hcp.bee
Rh	111	CH3CHOOH	-0.63	-0.94	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 154.0, 205.0, 260.0, 299.0, 422.0, 525.0, 611.0, 678.0, 772.0, 880.0, 1028.0, 1067.0, 1078.0, 1257.0, 1290.0, 1352.0, 1372.0, 1455.0, 1461.0, 2971.0, 2994.0, 3042.0, 3137.0, 3642.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CHOOH-hcp1/calc-esp_BEEF_500441_1/Rh_111_CH3CHOOH-hcp1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CHOOH-hcp1/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CHOOH-hcp1.bee
Rh	111	CH3CHOOH	-1.31	-0.15	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 154.0, 205.0, 260.0, 299.0, 422.0, 525.0, 611.0, 678.0, 772.0, 880.0, 1028.0, 1067.0, 1078.0, 1257.0, 1290.0, 1352.0, 1372.0, 1455.0, 1461.0, 2971.0, 2994.0, 3042.0, 3137.0, 3642.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CHOOH-hcp/calc-esp_BEEF_500441_1/Rh_CH3CHOOH-hcp.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CHOOH-hcp/calc-esp_BEEF_500441_ens/CH3CHOOH.bee
Rh	111	CH3CO	-1.21	-1.0	0.11	CO	0.55	fcc	[56.0, 123.0, 156.0, 228.0, 286.0, 402.0, 469.0, 676.0, 945.0, 1012.0, 1091.0, 1407.0, 1435.0, 1454.0, 1575.0, 3053.0, 3076.0, 3126.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3CO-sot0/calc-esp_BEEF_500441_1/Rh_111_CH3CO-sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3CO-sot0/calc-esp_BEEF_500441_ens/5CO-hcp+CH3CO-sot0.bee
Rh	111	CH3CO	-1.67	-0.19	0.11	None	0.00	fcc	[56.0, 123.0, 156.0, 228.0, 286.0, 402.0, 469.0, 676.0, 945.0, 1012.0, 1091.0, 1407.0, 1435.0, 1454.0, 1575.0, 3053.0, 3076.0, 3126.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3CO-sot0/calc-esp_BEEF_500441_1/Rh_CH3CO_sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3CO-sot0/calc-esp_BEEF_500441_ens/CH3CO.bee
Rh	111	CH3CO	-1.71	-0.9	0.11	CO	0.44	fcc	[56.0, 123.0, 156.0, 228.0, 286.0, 402.0, 469.0, 676.0, 945.0, 1012.0, 1091.0, 1407.0, 1435.0, 1454.0, 1575.0, 3053.0, 3076.0, 3126.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#4CO-hcp#CH3CO-sot0/calc-esp_BEEF_500441_1/CH3CO_4CO.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#4CO-hcp#CH3CO-sot0/calc-esp_BEEF_500441_ens/4CO-hcp+CH3CO-sot0.bee
Rh	111	CH3CO-H	-0.55	-0.06	0.11	None	0.00	fcc	[56.0, 56.0, 115.0, 261.0, 277.0, 452.0, 464.0, 548.0, 617.0, 859.0, 962.0, 999.0, 1100.0, 1295.0, 1441.0, 1459.0, 1516.0, 2966.0, 2992.0, 3083.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/neb/slab-Rh_111_334#CH3CO@H-ts/calc-esp_BEEF_500441_1/TS.traj	None
Rh	111	CH3COH	-0.61	-0.94	0.11	CO	0.55	fcc	[56.0, 85.0, 156.0, 219.0, 237.0, 457.0, 480.0, 586.0, 721.0, 968.0, 1022.0, 1053.0, 1247.0, 1307.0, 1428.0, 1445.0, 1598.0, 2999.0, 3012.0, 3075.0, 3309.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3COH-sot0/calc-esp_BEEF_500441_1/Rh_111_CH3COH-sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3COH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+CH3COH-ontop.bee
Rh	111	CH3COH	-1.12	-0.12	0.11	None	0.00	fcc	[56.0, 85.0, 156.0, 219.0, 237.0, 457.0, 480.0, 586.0, 721.0, 968.0, 1022.0, 1053.0, 1247.0, 1307.0, 1428.0, 1445.0, 1598.0, 2999.0, 3012.0, 3075.0, 3309.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3COH-sot0/calc-esp_BEEF_500441_1/Rh_CH3COH_sot0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3COH-sot0/calc-esp_BEEF_500441_ens/CH3COH.bee
Rh	111	CH3COO	-1.96	-1.09	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 129.0, 173.0, 296.0, 350.0, 548.0, 588.0, 673.0, 951.0, 1019.0, 1037.0, 1347.0, 1407.0, 1422.0, 1446.0, 1469.0, 2986.0, 3040.0, 3067.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3COO-fcc1/calc-esp_BEEF_500441_1/Rh_111_CH3COO-fcc1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3COO-fcc1/calc-esp_BEEF_500441_ens/5CO-hcp+CH3COO-fcc1.bee
Rh	111	CH3COO	-2.39	-0.27	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 129.0, 173.0, 296.0, 350.0, 548.0, 588.0, 673.0, 951.0, 1019.0, 1037.0, 1347.0, 1407.0, 1422.0, 1446.0, 1469.0, 2986.0, 3040.0, 3067.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3COO-fcc1/calc-esp_BEEF_500441_1/Rh_111_CH3COO-fcc1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3COO-fcc1/calc-esp_BEEF_500441_ens/CH3COO.bee
Rh	111	CH3COOH	-1.84	-0.2	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 77.0, 158.0, 173.0, 208.0, 467.0, 568.0, 578.0, 831.0, 922.0, 1015.0, 1102.0, 1226.0, 1343.0, 1393.0, 1418.0, 1528.0, 1716.0, 3029.0, 3060.0, 3137.0, 3627.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3COOH-br/calc-esp_BEEF_500441_1/Rh_CH3OH_br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3COOH-br/calc-esp_BEEF_500441_ens/CH3COOH.bee
Rh	111	CH3COOH	-2.0	-1.09	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 77.0, 158.0, 173.0, 208.0, 467.0, 568.0, 578.0, 831.0, 922.0, 1015.0, 1102.0, 1226.0, 1343.0, 1393.0, 1418.0, 1528.0, 1716.0, 3029.0, 3060.0, 3137.0, 3627.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3COOH-br1/calc-esp_BEEF_500441_1/Rh_111_CH3COOH-br1.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3COOH-br/calc-esp_BEEF_500441_ens/5CO-hcp+CH3COOH-br.bee
Rh	111	CH3O	-0.16	-0.89	0.11	CO	0.55	fcc	[56.0, 113.0, 133.0, 284.0, 349.0, 520.0, 1003.0, 1143.0, 1146.0, 1420.0, 1468.0, 1753.0, 3033.0, 3054.0, 3063.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3O-fcc/calc-esp_BEEF_500441_1/Rh_111_CH3O-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3O-fcc/calc-esp_BEEF_500441_ens/5CO-hcp+CH3O-fcc.bee
Rh	111	CH3O	-0.41	-0.05	0.11	None	0.00	fcc	[56.0, 113.0, 133.0, 284.0, 349.0, 520.0, 1003.0, 1143.0, 1146.0, 1420.0, 1468.0, 1753.0, 3033.0, 3054.0, 3063.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3O-fcc/calc-esp_BEEF_500441_1/Rh_CH3O_fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3O-fcc/calc-esp_BEEF_500441_ens/CH3O.bee
Rh	111	CH3OH	-0.26	-0.9	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 152.0, 265.0, 346.0, 568.0, 953.0, 1039.0, 1144.0, 1364.0, 1402.0, 1472.0, 1578.0, 3014.0, 3036.0, 3112.0, 3675.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH3OH-fcc/calc-esp_BEEF_500441_1/Rh_111_CH3OH-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH3OH-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+CH3OH-ontop.bee
Rh	111	CH3OH	-0.44	-0.05	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 152.0, 265.0, 346.0, 568.0, 953.0, 1039.0, 1144.0, 1364.0, 1402.0, 1472.0, 1578.0, 3014.0, 3036.0, 3112.0, 3675.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH3OH-ontop/calc-esp_BEEF_500441_1/Rh_CH3OH_ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH3OH-ontop/calc-esp_BEEF_500441_ens/CH3OH.bee
Rh	111	CH4	-0.58	-0.94	0.11	CO	0.55	fcc	[56.0, 56.0, 56.0, 56.0, 120.0, 586.0, 1216.0, 1323.0, 1415.0, 1541.0, 1566.0, 3026.0, 3081.0, 3112.0, 3188.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CH4-fcc/calc-esp_BEEF_500441_1/Rh_111_CH4-fcc.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CH4-ontop/calc-esp_BEEF_500441_ens/5CO-hcp+CH4-ontop.bee
Rh	111	CH4	-0.64	-0.07	0.11	None	0.00	fcc	[56.0, 56.0, 56.0, 56.0, 120.0, 586.0, 1216.0, 1323.0, 1415.0, 1541.0, 1566.0, 3026.0, 3081.0, 3112.0, 3188.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CH4-ontop/calc-esp_BEEF_500441_1/Rh_CH3OH_ontop.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CH4-ontop/calc-esp_BEEF_500441_ens/CH4.bee
Rh	111	CHCH2O	-0.37	-0.04	0.11	None	0.00	fcc	[56.0, 56.0, 186.0, 319.0, 400.0, 483.0, 604.0, 674.0, 865.0, 881.0, 1022.0, 1143.0, 1166.0, 1280.0, 1383.0, 2778.0, 2850.0, 2937.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCH2O-br/calc-esp_BEEF_500441_1/Rh_CHCH2O-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCH2O-br/calc-esp_BEEF_500441_ens/CHCH2O.bee
Rh	111	CHCH2O	0.36	-0.83	0.11	CO	0.55	fcc	[56.0, 56.0, 186.0, 319.0, 400.0, 483.0, 604.0, 674.0, 865.0, 881.0, 1022.0, 1143.0, 1166.0, 1280.0, 1383.0, 2778.0, 2850.0, 2937.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCH2O-br/calc-esp_BEEF_500441_1/Rh_111_CHCH2O-br.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCH2O-fcc1/calc-esp_BEEF_500441_ens/5CO-hcp+CHCH2O-fcc1.bee
Rh	111	CHCH2OH	-0.02	-0.87	0.11	CO	0.55	fcc	[56.0, 164.0, 229.0, 259.0, 348.0, 412.0, 563.0, 632.0, 800.0, 899.0, 915.0, 1025.0, 1177.0, 1231.0, 1332.0, 1387.0, 1506.0, 2908.0, 2975.0, 3013.0, 3596.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCH2OH-sbr0/calc-esp_BEEF_500441_1/Rh_111_CHCH2OH-sbr0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCH2OH-sbr0/calc-esp_BEEF_500441_ens/5CO-hcp+CHCH2OH-sbr0.bee
Rh	111	CHCH2OH	-0.7	-0.08	0.11	None	0.00	fcc	[56.0, 164.0, 229.0, 259.0, 348.0, 412.0, 563.0, 632.0, 800.0, 899.0, 915.0, 1025.0, 1177.0, 1231.0, 1332.0, 1387.0, 1506.0, 2908.0, 2975.0, 3013.0, 3596.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#CHCH2OH-sbr0/calc-esp_BEEF_500441_1/Rh_CHCH2OH_sbr0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#CHCH2OH-sbr0/calc-esp_BEEF_500441_ens/CHCH2OH.bee
Rh	111	CHCHO	-0.64	-0.94	0.11	CO	0.55	fcc	[56.0, 175.0, 227.0, 314.0, 336.0, 554.0, 729.0, 786.0, 933.0, 1083.0, 1243.0, 1374.0, 1491.0, 3012.0, 3062.0]	[]	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/qn/slab-Rh_111_334#5CO-hcp#CHCHO-s2br0/calc-esp_BEEF_500441_1/Rh_111_CHCHO-s2br0.traj	/u/if/ajmedfor/nfs/data//dft/metals/Rh/SG225_111/bee/slab-Rh_111_334#5CO-hcp#CHCHO-br/calc-esp_BEEF_500441_ens/5CO-hcp+CHCHO-br.bee
